person_name,nature,number,source_url,company_name,report,nominal_value
Ayanda Dlodlo,Business Shares,33.3%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Fullswing Trading 405 [Not active],Ethics Full Report 2013,
Ayanda Dlodlo,Business Shares,50%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Southern Storm Properties 72 [Not active],Ethics Full Report 2013,
Ayanda Dlodlo,Business Shares,50%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Udumo Trading 279 [Not active],Ethics Full Report 2013,
Ayanda Dlodlo,Business Shares,40%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Ampy Investment [Not active],Ethics Full Report 2013,
Ayanda Dlodlo,Business Shares,40%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Desert Winds Property 84 [Not active],Ethics Full Report 2013,
Ayanda Dlodlo,,50%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Motse-Aya Trading,Ethics Full Report 2013,Business Shares
Ayanda Dlodlo,Investment Shares,8.5%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,CITI CONNECT,2011 2012 MI Full List,R5.2m
B A Hogan,Ordinary,270,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/658,Sanlam,2010Disclosure,R23.35
B A Hogan,Ordinary,500,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/658,Kopanong/City Civil (Pty) Ltd,2010Disclosure,R10.00
Bantubonke Harrington Holomisa,Telecomms,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Beat The Clock Investments,2010Disclosure,R625
Bantubonke Harrington Holomisa,Property,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Ebaleni Property Holdings,2010Disclosure,R70 000
Bantubonke Harrington Holomisa,Holomisa B,280,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Bloomberg/Holomisa Orthopeadic Solutions,2010Disclosure,R1m
Bantubonke Harrington Holomisa,Business Co.,120,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Holomisa Investments,2010Disclosure,R20 per share
Bantubonke Harrington Holomisa,Gas,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Unigas Import,2010Disclosure,R38 per share
Bantubonke Harrington Holomisa,Company,119,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Amalgum,2010Disclosure,R15 per share
Bantubonke Harrington Holomisa,Telfree Comms,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Telfree,2010Disclosure,R250.00
Bantubonke Harrington Holomisa,Gas,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,UNIGAS,Ethics Full Report 2012,R38 p/s
Bantubonke Harrington Holomisa,Business Co.,119,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Amalgum,Ethics Full Report 2012,R15 p/s
Bantubonke Harrington Holomisa,Communication/Infrastructure,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Sirius/Opticom [SAS],Ethics Full Report 2012,R300
Bantubonke Harrington Holomisa,Tel-Free,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Telfree,Ethics Full Report 2012,R250
Bantubonke Harrington Holomisa,Communication,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Beat The Clock Investments,Ethics Full Report 2012,R430
Bantubonke Harrington Holomisa,Property,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Baleni Property Holding,Ethics Full Report 2012,R70 000
Bantubonke Harrington Holomisa,Health,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Bloomberg/Holomisa Orthopeadic Solutions,Ethics Full Report 2012,R1m
Bantubonke Harrington Holomisa,Business Co.,120,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Holomisa Investment,Ethics Full Report 2012,R20 p/s
Bantubonke Harrington Holomisa,Gas,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Unigas,Ethics Full Report 2013,R38 p/s
Bantubonke Harrington Holomisa,Business Co.,119,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Amalgum,Ethics Full Report 2013,R15 p/s
Bantubonke Harrington Holomisa,Infrastructure Communication,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Sirius Opticom [SAS],Ethics Full Report 2013,R300
Bantubonke Harrington Holomisa,Tel-Free,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Tel Free,Ethics Full Report 2013,R250
Bantubonke Harrington Holomisa,Communication,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Beat The Clock Investment,Ethics Full Report 2013,R430
Bantubonke Harrington Holomisa,property,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Baleni Property Holding,Ethics Full Report 2013,R70 000
Bantubonke Harrington Holomisa,Health,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Bloomberg/Holomisa Orthopeadic Solutions,Ethics Full Report 2013,R1m
Bantubonke Harrington Holomisa,Business Co.,120,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Holomisa Investment,Ethics Full Report 2013,R20 p/s
Bantubonke Harrington Holomisa,Communication,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Beat The Clock Investments,2011 2012 MI Full List,R430
Bantubonke Harrington Holomisa,Property,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Baleni Property Holding,2011 2012 MI Full List,R70 000
Bantubonke Harrington Holomisa,,280,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Orthopeadic Solutions,2011 2012 MI Full List,R1m
Bantubonke Harrington Holomisa,Business Co.,120,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Holomisa Investment,2011 2012 MI Full List,R20 per sahre
Bantubonke Harrington Holomisa,Gas,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,UNIGAS,2011 2012 MI Full List,R38 per share
Bantubonke Harrington Holomisa,Business Co.,119,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Amalgum,2011 2012 MI Full List,R15 per share
Bantubonke Harrington Holomisa,Tel-Free,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,Telfree,2011 2012 MI Full List,R250
Bantubonke Harrington Holomisa,Communication/Infrastructure  R300,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/659,SIRIUS/OPTICOM,2011 2012 MI Full List,
Bathabile Olive Dlamini,Computer Share,71,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/603,Telkom,2010Disclosure,R5000.00
Bathabile Olive Dlamini,Multichoice,500,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/603,M-Net Phuthuma,2010Disclosure,R60 000
Bathabile Olive Dlamini,Ordinary,71 @ R32.05,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/603,Telkom,Ethics Full Report 2012,R2 275
Bathabile Olive Dlamini,Ordinary,71 @ R101,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/603,Vodacom,Ethics Full Report 2012,R7 171
Bathabile Olive Dlamini,Ordinary,71 @ R32.05,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/603,Telkom,Ethics Full Report 2013,R2 275
Bathabile Olive Dlamini,Ordinary,71 @ R101.00,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/603,Vodacom,Ethics Full Report 2013,R7 171
Bathabile Olive Dlamini,Computer share,71,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/603,Telkom,2011 2012 MI Full List,R5 000
Bathabile Olive Dlamini,Multichoice,500,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/603,M-Net Phuthuma Nathi,2011 2012 MI Full List,R60 000
Bathabile Olive Dlamini,Sim Absol Return,118.24,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/603,Glacier,2011 2012 MI Full List,R4 260.30
Bathabile Olive Dlamini,Prescient Positive Return,218.53,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/603,Glacier,2011 2012 MI Full List,R2 255.23
Bathabile Olive Dlamini,Allan Gray Optimal,1650.69,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/603,Glacier,2011 2012 MI Full List,R214.41
Bathabile Olive Dlamini,Glacier Mon. Market,100,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/603,Glacier,2011 2012 MI Full List,R621.63
Bathabile Olive Dlamini,Allan Gray Stable,2284.80,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/603,Glacier,2011 2012 MI Full List,R119.69
Bathabile Olive Dlamini,Fusion Sim Active,1108.15,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/603,Glacier,2011 2012 MI Full List,R208.81
Bathabile Olive Dlamini,Fusion Atlantic enhanced,104.13,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/603,Glacier,2011 2012 MI Full List,R2195.36
Bathabile Olive Dlamini,Glacier Mon. Market,100.00,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/603,Glacier,2011 2012 MI Full List,R1745.30
Bathabile Olive Dlamini,Fusion Glacier Mon. Market,100,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/603,Glacier,2011 2012 MI Full List,R14.95
Beatrice Thembekile Ngcobo,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/849,Methold,2010Disclosure,
Beatrice Thembekile Ngcobo,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/849,Methold,Ethics Full Report 2012,
Beatrice Thembekile Ngcobo,,Unknown,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/849,Melhold,Ethics Full Report 2013,
Beatrice Thembekile Ngcobo,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/849,Methold,2011 2012 MI Full List,
Beauty Nomhle Dambuza,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/587,Strat Equity [Dormant],2010Disclosure,
Beauty Nomhle Dambuza,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/587,Strat-Equity [Dormant],2011 2012 MI Full List,
Benedict Anthony Duke Martins,Ordinary,900,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,Old Mutual,2010Disclosure,
Benedict Anthony Duke Martins,Ordinary,430,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,Media 24 Holdings: Welkom Yizani Investments,2010Disclosure,
Benedict Anthony Duke Martins,Ordinary,1000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,Phutuma Nathi Multichoice Investments Ltd,2010Disclosure,
Benedict Anthony Duke Martins,Ordinary,744,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,National Empowerment Asonge MTN Group Ltd,2010Disclosure,
Benedict Anthony Duke Martins,Ordinary,61,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,Sasol Inzalo,2010Disclosure,
Benedict Anthony Duke Martins,Ordinary,900,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,Old Mutual,Ethics Full Report 2012,Unknown
Benedict Anthony Duke Martins,Ordinary,430,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,Media 24 Holdings,Ethics Full Report 2012,Unknown
Benedict Anthony Duke Martins,Ordinary,1 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,Multichoice Investments Ltd,Ethics Full Report 2012,Unknown
Benedict Anthony Duke Martins,Ordinary,744,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,National Empowerment MTN Group Ltd,Ethics Full Report 2012,Unknown
Benedict Anthony Duke Martins,Ordinary,61,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,Sasol Inzalo,Ethics Full Report 2012,Unknown
Benedict Anthony Duke Martins,Ordinary,900,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,Old Mutual,Ethics Full Report 2013,Unknown
Benedict Anthony Duke Martins,Ordinary,430,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,Media 24 Holdings,Ethics Full Report 2013,Unknown
Benedict Anthony Duke Martins,Ordinary,1 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,Multichoice Investments Ltd,Ethics Full Report 2013,Unknown
Benedict Anthony Duke Martins,Ordinary,744,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,National Empowerment MTN Group Ltd,Ethics Full Report 2013,Unknown
Benedict Anthony Duke Martins,Ordinary,61,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,Sasol Inzalo,Ethics Full Report 2013,Unknown
Benedict Anthony Duke Martins,Ordinary,900,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,Old Mutual,2011 2012 MI Full List,Unknown
Benedict Anthony Duke Martins,Ordinary,430,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,Media 24 Holdings,2011 2012 MI Full List,Unknown
Benedict Anthony Duke Martins,Ordinary,1 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,Multichoice Investments Ltd,2011 2012 MI Full List,Unknown
Benedict Anthony Duke Martins,Ordinary,744,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,Group Ltd,2011 2012 MI Full List,Unknown
Benedict Anthony Duke Martins,Ordinary,61,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/745,Sasol Inzalo,2011 2012 MI Full List,Unknown
Benjamin Turok,,41,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/984,Standard Bank,Ethics Full Report 2012,
Benjamin Turok,,265,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/984,Nampak ltd,Ethics Full Report 2012,
Benjamin Turok,,83,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/984,Illovo Sugar,Ethics Full Report 2012,
Benjamin Turok,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/984,Allan Gray Stable Balanced Fund,Ethics Full Report 2012,R864 428.00
Benjamin Turok,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/984,Nedgroup Investment Global Fund,Ethics Full Report 2012,R510 797.00
Benjamin Turok,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/984,Prudential Inflation Plus Fund,Ethics Full Report 2012,R472 534.00
Benjamin Turok,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/984,Allan Gray Orbis Global,Ethics Full Report 2012,R244 007.00
Benjamin Turok,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/984,Coronation Capital Plan,Ethics Full Report 2012,R257 960.00
Benjamin Turok,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/984,Prudential Inflation Plus Fund,Ethics Full Report 2013,R439 000
Benjamin Turok,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/984,Allan Gray Stable and Balanced Funds,Ethics Full Report 2013,R679 500
Benjamin Turok,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/984,Coronation Capital Plus Fund,Ethics Full Report 2013,R297 000
Benjamin Turok,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/984,Allan Gray Orbis Global,Ethics Full Report 2013,R307 000
Benjamin Turok,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/984,Nedgroup Investments Global Balanced,Ethics Full Report 2013,R258 500
Benjamin Turok,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/984,Funds,2011 2012 MI Full List,R790 000
Benjamin Turok,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/984,Fund,2011 2012 MI Full List,R447 000
Benjamin Turok,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/984,Prudential Inflation Plus Fund,2011 2012 MI Full List,R467 150
Bertha Peace Mabe,Media,01,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1037,Phuthuma,2010Disclosure,
Bertha Peace Mabe,,1,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1037,Media 24 Phutuma,Ethics Full Report 2012,R200
Bertha Peace Mabe,,1,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1037,Media 24 Phutuma,Ethics Full Report 2013,R200
Bertha Peace Mabe,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1037,Media 24 - Phutuma,2011 2012 MI Full List,
Beryl Delores Ferguson,Mining,19%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/624,GEM [Gas Energy,Ethics Full Report 2013,R500
Beryl Delores Ferguson,Cement,1.5%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/624,AfriSam,Ethics Full Report 2013,R500
Beryl Delores Ferguson,Shares [Media],2 500,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/624,MTN,Ethics Full Report 2013,R12 500
Beryl Delores Ferguson,Mining,14%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/624,GEM,Ethics Full Report 2012,R500
Beryl Delores Ferguson,Cement,1.5%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/624,Afrisam,Ethics Full Report 2012,R500
