SourceName,Role,TargetName
Transfer Secretaries,Transfer Secretary,SA EARLS LIMITED
PKF SOUTH AFRICA,Audit Firm,PLATFIELDS LIMITED
ARCAY MOELA SPONSOR (PTY) LTD,Sponsor,PLATFIELDS LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,PLATFIELDS LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SA HOME LOANS (PTY) LTD
ABSA CAPITAL,Debt Sponsor,PPC LIMITED
Link Market Services SA (Pty) Ltd,Transfer Secretary,PPC LIMITED
Transfer Secretaries,Transfer Secretary,PRECINCT FUNDING 1 (RF) LTD
PKF SOUTH AFRICA,Audit Firm,SABLE METALS & MINERAL LTD
Java Capital Trustees & Sponsors Pty Ltd,Sponsor,SABLE METALS & MINERAL LTD
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SABLE METALS & MINERAL LTD
Macquarie First South Corporate Finance (Pty) Ltd,Sponsor,RESOURCE GENERATION LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,RESOURCE GENERATION LIMITED
Transfer Secretaries,Transfer Secretary,PRIME REAL OBLI PACK SEC (PTY) LTD
JP Morgan Equities Ltd,Sponsor,SABMILLER PLC
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SABMILLER PLC
ERNST & YOUNG INC,Audit Firm,SACOIL HOLDINGS LIMITED
Nedbank Capital ( a division of Nedbank Ltd),Sponsor,SACOIL HOLDINGS LIMITED
Link Market Services SA (Pty) Ltd,Transfer Secretary,SACOIL HOLDINGS LIMITED
DELOITTE & TOUCHE,Audit Firm,SABVEST LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SABVEST LIMITED
Transfer Secretaries,Transfer Secretary,PRIVATE MORTGAGES 1 (PTY) LTD
Transfer Secretaries,Transfer Secretary,PRIVATE MORTGAGES 2 (PTY) LTD
Rand Merchant Bank Corporate Finance Division,Sponsor,REINET INVESTMENTS S.C.A
Computershare Investor Services (Pty) Ltd,Transfer Secretary,REINET INVESTMENTS S.C.A
Transfer Secretaries,Transfer Secretary,SANLAM LIFE INSURANCE LIMITED
Transfer Secretaries,Transfer Secretary,PROCUL LIMITED
DELOITTE & TOUCHE,Audit Firm,PROTECH KHUTHELE HOLDINGS LIMITED
Deloitte & Touche Sponsor Services (Pty) Ltd,Sponsor,PROTECH KHUTHELE HOLDINGS LIMITED
Link Market Services SA (Pty) Ltd,Transfer Secretary,PROTECH KHUTHELE HOLDINGS LIMITED
Deutsche Securities SA (Pty) Ltd,Sponsor,SANLAM LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SANLAM LIMITED
PRICEWATERHOUSECOOPERS INC,Audit Firm,SANTAM LIMITED
Investec Bank Ltd ( Trading as Investec Securities and Investec Corporate Finance ),Sponsor,SANTAM LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SANTAM LIMITED
DELOITTE & TOUCHE,Audit Firm,SANTOVA LIMITED
River Sponsors (Pty) Ltd,Sponsor,SANTOVA LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SANTOVA LIMITED
DELOITTE & TOUCHE,Audit Firm,SAPPI LIMITED
UBS Corporate Finance (South Africa) (Pty) Ltd,Sponsor,SAPPI LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SAPPI LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SANTAM LIMITED
Transfer Secretaries,Transfer Secretary,SASOL FINANCING (PTY) LIMITED
PRICEWATERHOUSECOOPERS INC,Audit Firm,SASOL LIMITED
Deutsche Securities SA (Pty) Ltd,Sponsor,SASOL LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SASOL LIMITED
ERNST & YOUNG INC,Audit Firm,SATRIX COLLECTIVE INVESTMENT SCHEME
Vunani Corporate Finance (Pty) Ltd,Sponsor,SATRIX COLLECTIVE INVESTMENT SCHEME
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SATRIX COLLECTIVE INVESTMENT SCHEME
ERNST & YOUNG INC,Audit Firm,SATRIX COLLECTIVE INVESTMENT SCHEME
Java Capital Trustees & Sponsors Pty Ltd,Sponsor,SATRIX COLLECTIVE INVESTMENT SCHEME
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SATRIX COLLECTIVE INVESTMENT SCHEME
UBS Corporate Finance (South Africa) (Pty) Ltd,Sponsor,SB RETAIL JIBAR FEB 08
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SB RETAIL JIBAR FEB 08
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SBG Securities (Pty) Ltd
NEXIA SAB & T,Audit Firm,SEA KAY HOLDINGS LIMITED
Link Market Services SA (Pty) Ltd,Transfer Secretary,SEA KAY HOLDINGS LIMITED
Transfer Secretaries,Transfer Secretary,RAND WATER BOARD
KPMG INCORPORATED,Audit Firm,SEARDEL INVESTMENT CORPORATION LTD
Investec Bank Ltd ( Trading as Investec Securities and Investec Corporate Finance ),Sponsor,SEARDEL INVESTMENT CORPORATION LTD
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SEARDEL INVESTMENT CORPORATION LTD
DELOITTE & TOUCHE,Audit Firm,OCEANA GROUP LIMITED
THE STANDARD BANK OF SA LTD,Sponsor,OCEANA GROUP LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,OCEANA GROUP LIMITED
Rand Merchant Bank Corporate Finance Division,Sponsor,RCS INVESTMENT HOLDINGS LTD
Transfer Secretaries,Transfer Secretary,RCS INVESTMENT HOLDINGS LTD
NOLANDS INC,Audit Firm,SHERBOURNE CAPITAL LIMITED
Bridge Capital Advisors (Pty) Ltd,Designated Advisor,SHERBOURNE CAPITAL LIMITED
Link Market Services SA (Pty) Ltd,Transfer Secretary,SHERBOURNE CAPITAL LIMITED
GRANT THORNTON,Audit Firm,SEPHAKU HOLDINGS LIMITED
QUESTCO (PTY) LIMITED,Sponsor,SEPHAKU HOLDINGS LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SEPHAKU HOLDINGS LIMITED
Transfer Secretaries,Transfer Secretary,SHAFT SINKERS (PTY) LTD
RAND MERCHANT BANK,Debt Sponsor,SHISA INVESTMENTS (PTY) LIMITED
Transfer Secretaries,Transfer Secretary,SHISA INVESTMENTS (PTY) LIMITED
PKF SOUTH AFRICA,Audit Firm,SEKUNJALO INVESTMENTS LIMITED
PSG Capital Ltd,Sponsor,SEKUNJALO INVESTMENTS LIMITED
Link Market Services SA (Pty) Ltd,Transfer Secretary,SEKUNJALO INVESTMENTS LIMITED
PRICEWATERHOUSECOOPERS INC,Audit Firm,SHOPRITE HOLDINGS LIMITED
Nedbank Capital ( a division of Nedbank Ltd),Sponsor,SHOPRITE HOLDINGS LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SHOPRITE HOLDINGS LIMITED
KPMG INCORPORATED,Audit Firm,SIBANYE GOLD LIMITED
JP Morgan Equities Ltd,Sponsor,SIBANYE GOLD LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SIBANYE GOLD LIMITED
KPMG INCORPORATED,Audit Firm,SILVERBRIDGE HOLDINGS LIMITED
MERCHANTEC CAPITAL,Designated Advisor,SILVERBRIDGE HOLDINGS LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SILVERBRIDGE HOLDINGS LIMITED
Transfer Secretaries,Transfer Secretary,SIMMER AND JACK MINES LIMITED
RAND MERCHANT BANK,Debt Sponsor,SOAPSTONE INVESTMENT LTD
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SOAPSTONE INVESTMENT LTD
Transfer Secretaries,Transfer Secretary,SOUTH AFRICAN NUCLEAR CORP LTD
Transfer Secretaries,Transfer Secretary,RESILIENT PROPERTY INCOME FUND LTD
DELOITTE & TOUCHE,Audit Firm,SOVEREIGN FOOD INVESTMENTS LIMITED
ONE CAPITAL (Pty) Ltd,Sponsor,SOVEREIGN FOOD INVESTMENTS LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SOVEREIGN FOOD INVESTMENTS LIMITED
PRICEWATERHOUSECOOPERS INC,Audit Firm,SOUTH OCEAN HOLDINGS LIMITED
Investec Bank Ltd ( Trading as Investec Securities and Investec Corporate Finance ),Sponsor,SOUTH OCEAN HOLDINGS LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SOUTH OCEAN HOLDINGS LIMITED
Moore Stephen BKV Incorporated,Audit Firm,SOUTHERN VIEW FINANCE LTD
Bravura Capital (Pty) Ltd,Sponsor,SOUTHERN VIEW FINANCE LTD
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SOUTHERN VIEW FINANCE LTD
PRICEWATERHOUSECOOPERS INC,Audit Firm,RMB HOLDINGS LIMITED
Rand Merchant Bank Corporate Finance Division,Sponsor,RMB HOLDINGS LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,RMB HOLDINGS LIMITED
DELOITTE & TOUCHE,Audit Firm,SA CORPORATE REAL ESTATE FUND
Nedbank Capital ( a division of Nedbank Ltd),Sponsor,SA CORPORATE REAL ESTATE FUND
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SA CORPORATE REAL ESTATE FUND
Transfer Secretaries,Transfer Secretary,REDEFINE PROPERTIES LIMITED
Mazars Inc.,Audit Firm,SAFARI INVESTMENTS (RSA) LTD
PSG Capital Ltd,Sponsor,SAFARI INVESTMENTS (RSA) LTD
KPMG INCORPORATED,Audit Firm,SPUR CORPORATION LIMITED
Sasfin Bank Ltd,Sponsor,SPUR CORPORATION LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SPUR CORPORATION LIMITED
KPMG INCORPORATED,Audit Firm,STANDARD BANK GROUP LIMITED
THE STANDARD BANK OF SA LTD,Sponsor,STANDARD BANK GROUP LIMITED
Deutsche Securities SA (Pty) Ltd,Sponsor,STANDARD BANK GROUP LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,STANDARD BANK GROUP LIMITED
Link Market Services SA (Pty) Ltd,Transfer Secretary,SQUARE ONE SOLUTIONS GROUP LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SANYATI HOLDINGS LIMITED
Transfer Secretaries,Transfer Secretary,SAPPI SOUTHERN AFRICA (PTY) LTD
PKF SOUTH AFRICA,Audit Firm,SASFIN HOLDINGS LIMITED
KPMG INCORPORATED,Audit Firm,SASFIN HOLDINGS LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SASFIN HOLDINGS LIMITED
RAND MERCHANT BANK,Debt Sponsor,SHOPRITE INVESTMENTS LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SHOPRITE INVESTMENTS LIMITED
Strate,Transfer Secretary,STANDARD BANK OF SOUTH AFRICA LD
Computershare Investor Services (Pty) Ltd,Transfer Secretary,STANDARD BANK OF SOUTH AFRICA LD
THE STANDARD BANK OF SA LTD,Sponsor,STANLIB COLLECTIVE INVESTMENTS LTD
Strate,Transfer Secretary,STANLIB COLLECTIVE INVESTMENTS LTD
THE STANDARD BANK OF SA LTD,Sponsor,STD BANK OF SA RETAIL DEPOSIT NOTES
Computershare Investor Services (Pty) Ltd,Transfer Secretary,STD BANK OF SA RETAIL DEPOSIT NOTES
Mazars Inc.,Audit Firm,STEFANUTTI STOCKS HOLDINGS LTD
Bridge Capital Advisors  (Pty) Ltd,Sponsor,STEFANUTTI STOCKS HOLDINGS LTD
Computershare Investor Services (Pty) Ltd,Transfer Secretary,STEFANUTTI STOCKS HOLDINGS LTD
DELOITTE & TOUCHE,Audit Firm,RESILIENT PROPERTY INCOME FUND LTD
Java Capital Trustees & Sponsors Pty Ltd,Sponsor,RESILIENT PROPERTY INCOME FUND LTD
Link Market Services SA (Pty) Ltd,Transfer Secretary,RESILIENT PROPERTY INCOME FUND LTD
DELOITTE & TOUCHE,Audit Firm,STEINHOFF INTERNATIONAL HOLDINGS LTD
PSG Capital Ltd,Sponsor,STEINHOFF INTERNATIONAL HOLDINGS LTD
Computershare Investor Services (Pty) Ltd,Transfer Secretary,STEINHOFF INTERNATIONAL HOLDINGS LTD
DELOITTE & TOUCHE,Audit Firm,STEINHOFF INVESTMENT HOLDINGS LD
PSG Capital Ltd,Sponsor,STEINHOFF INVESTMENT HOLDINGS LD
Computershare Investor Services (Pty) Ltd,Transfer Secretary,STEINHOFF INVESTMENT HOLDINGS LD
Transfer Secretaries,Transfer Secretary,STEINHOFF SERVICES LIMITED
Bridge Capital Advisors  (Pty) Ltd,Sponsor,RMB CIS MANCO (PTY) LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,RMB CIS MANCO (PTY) LIMITED
Rand Merchant Bank Corporate Finance Division,Sponsor,RMB EXCHANGE TRADED NOTES
Link Market Services SA (Pty) Ltd,Transfer Secretary,RMB EXCHANGE TRADED NOTES
NEXIA SAB & T,Audit Firm,STRATCORP LIMITED
Exchange Sponsors (2008)(Pty) Ltd,Designated Advisor,STRATCORP LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,STRATCORP LIMITED
Deloitte & Touche Sponsor Services (Pty) Ltd,Designated Advisor,STELLA VISTA TECHNOLOGIES LIMITED
Link Market Services SA (Pty) Ltd,Transfer Secretary,STELLA VISTA TECHNOLOGIES LIMITED
KPMG INCORPORATED,Audit Firm,SUPER GROUP LIMITED
Deutsche Securities SA (Pty) Ltd,Sponsor,SUPER GROUP LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SUPER GROUP LIMITED
KPMG INCORPORATED,Audit Firm,SYCOM PROPERTY FUND
ABSA CAPITAL,Sponsor,SYCOM PROPERTY FUND
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SYCOM PROPERTY FUND
BDO SOUTH AFRICA INCORPORATED,Audit Firm,TASTE HOLDINGS LIMITED
MERCHANTEC CAPITAL,Sponsor,TASTE HOLDINGS LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,TASTE HOLDINGS LIMITED
PricewaterhouseCoopers Corporate Finance (Pty) Ltd,Sponsor,TAWANA RESOURCES NL
Computershare Investor Services (Pty) Ltd,Transfer Secretary,TAWANA RESOURCES NL
Transfer Secretaries,Transfer Secretary,SWAZILAND POSTS & TELECOM CORP
ERNST & YOUNG INC,Audit Firm,TELKOM SA SOC LIMITED
THE STANDARD BANK OF SA LTD,Sponsor,TELKOM SA SOC LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,TELKOM SA SOC LIMITED
Transfer Secretaries,Transfer Secretary,RSA ZERO COUPON
DELOITTE & TOUCHE,Audit Firm,THE BIDVEST GROUP LIMITED
Investec Bank Ltd ( Trading as Investec Securities and Investec Corporate Finance ),Sponsor,THE BIDVEST GROUP LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,THE BIDVEST GROUP LIMITED
PRICEWATERHOUSECOOPERS INC,Audit Firm,SENTULA MINING LIMITED
MERCHANTEC CAPITAL,Sponsor,SENTULA MINING LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SENTULA MINING LIMITED
NEXIA SAB & T,Audit Firm,TELEMASTERS HOLDINGS LIMITED
ARCAY MOELA SPONSOR (PTY) LTD,Designated Advisor,TELEMASTERS HOLDINGS LIMITED
Link Market Services SA (Pty) Ltd,Transfer Secretary,TELEMASTERS HOLDINGS LIMITED
Link Market Services SA (Pty) Ltd,Transfer Secretary,THE BIDVEST GROUP LIMITED
Transfer Secretaries,Transfer Secretary,SA HOUSING TRUST
Transfer Secretaries,Transfer Secretary,SA SECURITISATION PROGR (RF) LTD
Transfer Secretaries,Transfer Secretary,THE GOVI EXCHANGE TRADED FUND-GOVEX
Computershare Investor Services (Pty) Ltd,Transfer Secretary,THE THEKWINI FUND 10
Transfer Secretaries,Transfer Secretary,SABMILLER PLC
Transfer Secretaries,Transfer Secretary,SANLAM CAPITAL MARKETS LIMITED
Transfer Secretaries,Transfer Secretary,THE THEKWINI FUND 4 LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,THE STANDARD BANK OF SA LTD
Transfer Secretaries,Transfer Secretary,THE THEKWINI FUND 3 LIMITED
Mazars Inc.,Audit Firm,SPANJAARD LIMITED
ARCAY MOELA SPONSOR (PTY) LTD,Sponsor,SPANJAARD LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SPANJAARD LIMITED
ERNST & YOUNG INC,Audit Firm,TIGER BRANDS LIMITED
JP Morgan Equities Ltd,Sponsor,TIGER BRANDS LIMITED
Mercantile Registrars Ltd,Transfer Secretary,TIGER BRANDS LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,TIGER BRANDS LIMITED
PRICEWATERHOUSECOOPERS INC,Audit Firm,SUN INTERNATIONAL LIMITED
Investec Bank Ltd ( Trading as Investec Securities and Investec Corporate Finance ),Sponsor,SUN INTERNATIONAL LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SUN INTERNATIONAL LIMITED
DELOITTE & TOUCHE,Audit Firm,THE SPAR GROUP LIMITED
ONE CAPITAL (Pty) Ltd,Sponsor,THE SPAR GROUP LIMITED
Link Market Services SA (Pty) Ltd,Transfer Secretary,THE SPAR GROUP LIMITED
DELOITTE & TOUCHE,Audit Firm,TIMES MEDIA GROUP LIMITED
PSG Capital Ltd,Sponsor,TIMES MEDIA GROUP LIMITED
Transfer Secretaries,Transfer Secretary,Steinhoff Manufacturing (Pty) Ltd
DELOITTE & TOUCHE,Audit Firm,TONGAAT HULETT LIMITED
Investec Bank Ltd ( Trading as Investec Securities and Investec Corporate Finance ),Sponsor,TONGAAT HULETT LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,TONGAAT HULETT LIMITED
Mazars Inc.,Audit Firm,SOUTH AFRICAN COAL MINING HLDGS LTD
Exchange Sponsors (2008)(Pty) Ltd,Sponsor,SOUTH AFRICAN COAL MINING HLDGS LTD
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SOUTH AFRICAN COAL MINING HLDGS LTD
Transfer Secretaries,Transfer Secretary,SABSA HOLDINGS LIMITED
Transfer Secretaries,Transfer Secretary,THE THEKWINI FUND 7 LIMITED
RSM BETTY & DICKSON,Audit Firm,TORRE INDUSTRIES LIMITED
PSG Capital Ltd,Designated Advisor,TORRE INDUSTRIES LIMITED
Link Market Services SA (Pty) Ltd,Transfer Secretary,TORRE INDUSTRIES LIMITED
Transfer Secretaries,Transfer Secretary,THE THEKWINI WAREHOUSING CONDUIT (RF) LTD
ERNST & YOUNG INC,Audit Firm,TRACKHEDGE (PTY) LIMITED
PRICEWATERHOUSECOOPERS INC,Audit Firm,TRADEHOLD LIMITED
Bravura Capital (Pty) Ltd,Sponsor,TRADEHOLD LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,TRADEHOLD LIMITED
Transfer Secretaries,Transfer Secretary,Transkei Administration Board
Transfer Secretaries,Transfer Secretary,Transnet SOC Limited
ERNST & YOUNG INC,Audit Firm,TRANSPACO LIMITED
Investec Bank Ltd ( Trading as Investec Securities and Investec Corporate Finance ),Sponsor,TRANSPACO LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,TRANSPACO LIMITED
Transfer Secretaries,Transfer Secretary,TOYOTA FIN SERVICES (SA) LTD
ERNST & YOUNG INC,Audit Firm,TRUWORTHS INTERNATIONAL LIMITED
ONE CAPITAL (Pty) Ltd,Sponsor,TRUWORTHS INTERNATIONAL LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,TRUWORTHS INTERNATIONAL LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,UBS AG
Java Capital Trustees & Sponsors Pty Ltd,Sponsor,STERLING WATERFORD CCN SPV 4
Computershare Investor Services (Pty) Ltd,Transfer Secretary,STERLING WATERFORD CCN SPV 4
Transfer Secretaries,Transfer Secretary,SUPER GROUP LIMITED
Moore Stephen BKV Incorporated,Audit Firm,SYNERGY INCOME FUND LIMITED
Java Capital Trustees & Sponsors Pty Ltd,Designated Advisor,SYNERGY INCOME FUND LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,SYNERGY INCOME FUND LIMITED
NOLANDS INC,Audit Firm,UBUBELE HOLDINGS LIMITED
PSG Capital Ltd,Designated Advisor,UBUBELE HOLDINGS LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,UBUBELE HOLDINGS LIMITED
Transfer Secretaries,Transfer Secretary,SYNTHESIS FUNDING LIMITED
Transfer Secretaries,Transfer Secretary,TELKOM SA LIMITED
KPMG CYPRUS,Audit Firm,THARISA PLC
KPMG INCORPORATED,Audit Firm,THE DB X-TRACKER COL INVEST SCHEME
Vunani Corporate Finance (Pty) Ltd,Sponsor,THE DB X-TRACKER COL INVEST SCHEME
Computershare Investor Services (Pty) Ltd,Transfer Secretary,THE DB X-TRACKER COL INVEST SCHEME
Computershare Investor Services (Pty) Ltd,Transfer Secretary,Umgeni Water
PKF SOUTH AFRICA,Audit Firm,THE DON GROUP LIMITED
MERCHANTEC CAPITAL,Sponsor,THE DON GROUP LIMITED
Link Market Services SA (Pty) Ltd,Transfer Secretary,THE DON GROUP LIMITED
KPMG INCORPORATED,Audit Firm,THE FOSCHINI GROUP LIMITED
UBS Corporate Finance (South Africa) (Pty) Ltd,Sponsor,THE FOSCHINI GROUP LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,THE FOSCHINI GROUP LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,Unilever South Africa (Pty) Ltd
Computershare Investor Services (Pty) Ltd,Transfer Secretary,THE SA NATIONAL ROADS AGENCY SOC LTD
Transfer Secretaries,Transfer Secretary,Unilever South Africa Home and Personal Care (Pty) Ltd
ARCAY MOELA SPONSOR (PTY) LTD,Sponsor,VISUAL INTERNATIONAL HOLDINGS LIMITED
Link Market Services SA (Pty) Ltd,Transfer Secretary,VISUAL INTERNATIONAL HOLDINGS LIMITED
PRICEWATERHOUSECOOPERS INC,Audit Firm,VILLAGE MAIN REEF LIMITED
Bravura Capital (Pty) Ltd,Sponsor,VILLAGE MAIN REEF LIMITED
Link Market Services SA (Pty) Ltd,Transfer Secretary,VILLAGE MAIN REEF LIMITED
STANDARD BANK OF SOUTH AFRICA LTD,Debt Sponsor,THE THEKWINI FUND 11 (RF) LTD
Transfer Secretaries,Transfer Secretary,THE THEKWINI FUND 11 (RF) LTD
Transfer Secretaries,Transfer Secretary,THE THEKWINI FUND 2 LIMITED
Transfer Secretaries,Transfer Secretary,THE THEKWINI FUND 5 LIMITED
DELOITTE & TOUCHE,Audit Firm,VODACOM GROUP LIMITED
UBS Corporate Finance (South Africa) (Pty) Ltd,Sponsor,VODACOM GROUP LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,VODACOM GROUP LIMITED
PSG Capital Ltd,Sponsor,VIVIDEND INCOME FUND LIMITED
Link Market Services SA (Pty) Ltd,Transfer Secretary,VIVIDEND INCOME FUND LIMITED
Transfer Secretaries,Transfer Secretary,THE THEKWINI FUND 8 LIMITED
KPMG INCORPORATED,Audit Firm,VUNANI LIMITED
GRINDROD BANK LIMITED,Designated Advisor,VUNANI LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,VUNANI LIMITED
Transfer Secretaries,Transfer Secretary,VODACOM GROUP LIMITED
GRANT THORNTON,Audit Firm,W G WEARNE LIMITED
Exchange Sponsors (2008)(Pty) Ltd,Designated Advisor,W G WEARNE LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,W G WEARNE LIMITED
KPMG INCORPORATED,Audit Firm,WESIZWE PLATINUM LIMITED
PSG Capital Ltd,Sponsor,WESIZWE PLATINUM LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,WESIZWE PLATINUM LIMITED
DELOITTE & TOUCHE,Audit Firm,WILDERNESS HOLDINGS LIMITED
Rand Merchant Bank Corporate Finance Division,Sponsor,WILDERNESS HOLDINGS LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,WILDERNESS HOLDINGS LIMITED
BDO SOUTH AFRICA INCORPORATED,Audit Firm,WILLIAM TELL HOLDINGS LIMITED
MERCHANTEC CAPITAL,Designated Advisor,WILLIAM TELL HOLDINGS LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,WILLIAM TELL HOLDINGS LIMITED
HLB MANN JUDD,Audit Firm,THE WATERBERG COAL COMPANY LTD
Deloitte & Touche Sponsor Services (Pty) Ltd,Designated Advisor,THE WATERBERG COAL COMPANY LTD
Computershare Investor Services (Pty) Ltd,Transfer Secretary,THE WATERBERG COAL COMPANY LTD
BDO SOUTH AFRICA INCORPORATED,Audit Firm,WILSON BAYLY HOLMES-OVCON LIMITED
Investec Bank Ltd ( Trading as Investec Securities and Investec Corporate Finance ),Sponsor,WILSON BAYLY HOLMES-OVCON LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,WILSON BAYLY HOLMES-OVCON LIMITED
NEXIA SAB & T,Audit Firm,WOOLWORTHS HOLDINGS LIMITED
ERNST & YOUNG INC,Audit Firm,WOOLWORTHS HOLDINGS LIMITED
Rand Merchant Bank Corporate Finance Division,Sponsor,WOOLWORTHS HOLDINGS LIMITED
Mercantile Registrars Ltd,Transfer Secretary,WOOLWORTHS HOLDINGS LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,WOOLWORTHS HOLDINGS LIMITED
HOWARTH LEVETON BONER,Audit Firm,WORKFORCE HOLDINGS LIMITED
MERCHANTEC CAPITAL,Designated Advisor,WORKFORCE HOLDINGS LIMITED
Link Market Services SA (Pty) Ltd,Transfer Secretary,WORKFORCE HOLDINGS LIMITED
KPMG INCORPORATED,Audit Firm,YORK TIMBER HOLDINGS LIMITED
ONE CAPITAL (Pty) Ltd,Sponsor,YORK TIMBER HOLDINGS LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,YORK TIMBER HOLDINGS LIMITED
PRICEWATERHOUSECOOPERS INC,Audit Firm,ZURICH INSURANCE COMPANY S A LTD
RSM BETTY & DICKSON,Audit Firm,ZURICH INSURANCE COMPANY S A LTD
Rand Merchant Bank Corporate Finance Division,Sponsor,ZURICH INSURANCE COMPANY S A LTD
Mercantile Registrars Ltd,Transfer Secretary,ZURICH INSURANCE COMPANY S A LTD
Transfer Secretaries,Transfer Secretary,THE THEKWINI FUND 6 LIMITED
PRICEWATERHOUSECOOPERS INC,Audit Firm,ZEDER INVESTMENTS LIMITED
PSG Capital Ltd,Sponsor,ZEDER INVESTMENTS LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,ZEDER INVESTMENTS LIMITED
Mazars Inc.,Audit Firm,TOWER PROPERTY FUND LIMITED
Java Capital Trustees & Sponsors Pty Ltd,Sponsor,TOWER PROPERTY FUND LIMITED
Link Market Services SA (Pty) Ltd,Transfer Secretary,TOWER PROPERTY FUND LIMITED
BDO SOUTH AFRICA INCORPORATED,Audit Firm,TOTAL CLIENT SERVICES LIMITED
PRICEWATERHOUSECOOPERS INC,Audit Firm,TRANS HEX GROUP LIMITED
ONE CAPITAL (Pty) Ltd,Sponsor,TRANS HEX GROUP LIMITED
Computershare Investor Services (Pty) Ltd,Transfer Secretary,TRANS HEX GROUP LIMITED
Transfer Secretaries,Transfer Secretary,Trans - Caledon Tunnel Authority
DELOITTE & TOUCHE,Audit Firm,TRANSACTION CAPITAL LIMITED
STANDARD BANK OF SOUTH AFRICA LTD,Debt Sponsor,TRANSSEC (RF) LIMITED
Mazars Inc.,Audit Firm,TREMATON CAPITAL INVESTMENTS LTD
Sasfin Bank Ltd,Sponsor,TREMATON CAPITAL INVESTMENTS LTD
Computershare Investor Services (Pty) Ltd,Transfer Secretary,TREMATON CAPITAL INVESTMENTS LTD
